kalimat,status
uhh ehh aah ih ihh aaah ih uhhh oooh ehh ohh iih iiih ahh uh,1
ihh ah oh ihh ehhh iih aaah ehh ahhh ehh uh ahhh,0
ooh ohh uhh eeeh eeeh ohhh uh ahh iiih ih ehhh uhhh ah ehh uhhh ohhh uhhh ehhh ehhh ooh ohhh ahh eh uhhh ih oh ehh oh,2
ah ooh eeh aah aaah ahh ahh ihhh ah eeh oh eeeh uhh eeh ahh eh,2
iiih ohh ohhh ihh eeh ehhh uhh ooh uhhh ehh eh ihhh ihhh oooh uuuh uh uhh ohhh oh ihh aah,1
ih ehhh eh uuh uhhh ohh,2
oh uuuh aah ehh ehhh ooh ohh eeeh iih ehhh iih uuuh ohhh oooh ohhh ehhh ih ooh oh ahh,1
ehhh uh ihh eeh eh uuuh eeh oooh iih iih eh ohhh ehhh eeh iiih eeeh ah uuuh oooh uh ah ahhh oh uuuh,0
ohhh ooh ahhh iiih aaah uhhh ehhh iiih eh ahh ihhh uhh ihhh,2
ooh ahh uh uuuh uhh uuuh eeh ah ooh uh oooh oooh iih eh eh eeh eeh,0
eh iiih eh iiih eeeh aaah ooh eeeh,2
oh aah eh uh eeh eh ooh ihhh oooh oh ehhh ihh uhh ih oh ehh iih ahh iiih uhh ohh aah iiih ohh eeh,2
ohh uh iiih uh uhhh eh ahh oooh,1
ehh ih ahhh oooh uhhh oh uuuh oh eeh aah aah ahhh uuuh ohhh ohhh,0
ooh ohh ehhh ooh iih eeeh uuh ihhh iiih oooh ohh ih ah ah aaah iih iiih ehh iiih uuh aah ah ehhh ah uh ihhh,2
ih ohh oooh ohh uh ooh ehh uh aaah uuh ahh ehhh ooh iih ih ahhh uuh iiih ohh ooh iih ohh iiih ehh ihh,2
ehhh ihhh uhh uuuh eh aaah eeeh ohh ahhh oh aah ohhh aaah ahh ah ehh oh ohh oooh eh ooh ihhh aaah ihh ooh eh uuh ihh ih,2
iiih ohhh ahh ih ihhh aaah ahh aah iih aah ehh aah uuuh ih uhh eeeh aah oh oooh ooh uh uhhh uh aaah uh eh iih,2
aah aaah ahhh ih ohhh uh uhhh ahhh oh uuh aaah ehh eeeh ehh ah ihh ohh iiih ahhh eeeh uuh,0
eeh eeeh uhhh iiih iiih iiih ooh,2
ooh eeh ehh uuh ihh aah eh ihh iih uuh uhh ohh ahh ohh oh aaah aah ih ohhh ehhh ohhh ohhh uuh ahhh iiih uuh iih ehhh ahhh,2
ahh aaah uh uh uhh aaah eh aah uuuh ohh ehh uhhh ihh uhh ihhh iiih ooh eeeh,2
ihhh ihhh aah ahh ahh ah uuuh ih eh uhhh ohhh ehh uh ehhh ehh ah eeeh uh ahhh iiih uh ohhh uuuh,0
ehhh ihh ah ehhh ah uh ohh ahh uh uh ehh ehh uh ohhh ooh ohh ihhh uh uhhh aaah,0
uh aaah aaah uhh ah eh iiih ehh iiih eeh uhhh ihhh ihh uhhh uuh ohh ohhh ohhh ah eh eeh ehhh iiih ehh ohh,0
ohh ohhh ahhh ohhh ah ahh uhh aah uuuh ehhh ihh eeeh ahh ohhh ohh eeh ihh ihhh ehhh,2
ooh eeh eeh iiih oh ihhh aaah uuuh ahhh iih uhhh iih uhh uuh ooh aaah ihh uhh oooh iiih eeh ehhh uhhh,0
ehhh ohh uhhh ohh uhhh uuuh iih ihh oh ohhh uhhh uhhh oh uhhh uh ahhh iih,0
ah oooh ehh ihhh ehh ah ehhh oooh aaah oooh oooh uh oooh ohh uh ohh eeeh ahh ih,0
ahh ehhh eeeh oooh eh uuuh uuh uuuh ohhh iih,1
uuuh ehhh uh eh uhh aah uuh,2
iih eh iih ah oooh uhh oooh aah ih ehh eeeh ehh ehhh uhhh ihhh uh ohh aaah aah ehh aah ehhh uh uhh ahhh eh ohh,2
eeeh ehhh uhh eeh uhhh eeh ehh iih ihhh eeeh oh,1
ihhh eeeh ih uhh oooh,2
uuuh uhhh ihhh ihhh ihh ohh ohhh uuuh uuuh iih oh ooh uh ehhh iih oh,0
uuh ohhh iiih ahh uh ihh eeh aah,1
ahh uhh uhh uhh oooh ahh ahh ooh ooh oooh ahhh uuuh uuuh ehhh iiih eeh ehhh ihhh iih ooh aaah oh,2
uuh ohhh uhh oooh ih ohh ehh iiih iih ahhh ihhh oh eeeh aah ehh uh,1
iiih ooh ahhh ah eeeh ihhh uuuh uuh eeeh ooh uhhh eh ah uhh ahh ihh aaah eeh,2
uh ih ehhh ehhh ih uhh ah uh uuuh ohhh uh,1
ihhh aaah ohh oh aaah uuuh uuuh ihh,0
ihhh ih oh oooh ohh aaah ohhh ah iih aaah ehh eeh ehh ah ohhh iiih,0
uhh ohhh aaah ehh eeh ehh aah ehhh ih ohh uuuh ohhh iih aaah ehh aaah aaah uhh,0
eh uhh ooh aaah uuh eh uuh eeeh ahhh ihh uhh,2
ehhh oooh ohhh ohhh ihhh ohh ehhh ahh aaah uh uh uuh ohhh,1
iih oooh ah eeh ooh uh ohhh eeeh uhhh ehhh ahh oooh uhhh oooh ihhh ehhh ahh uh eh ihhh uuuh ihhh ehh aah ehh uhhh eeh iiih,0
ooh ihhh uuh eeeh ahhh ihhh uhh ehh ah ehh,2
iih aah ihhh oh oh eeh aaah ahhh uuuh uhh eh ooh eeh ehhh eh aaah ohh,1
eh oh eeh uuh uhh ehh uhhh uhhh uh ehhh ih ehh uhh uhhh aah ihhh iiih ooh ih aaah oooh iih oooh ah,0
ahh ohhh ooh ohh ooh uh eeeh uh ahhh ihh ohhh ehhh aah iiih ohh uuh ohhh aaah eeeh ohh uuuh eeeh iih uhhh uhh ahhh ahhh,2
ahhh ih ih ehh ohhh ohhh uuuh uhh uhhh ohh iih uhhh iiih uuh uuuh ehhh aah ehhh ahh uhhh uhh eeh ohhh uhh uuuh ihhh,1
eh uuh ahh ih iiih uuh eh aah ahhh iiih aaah ihhh aaah ehh ahhh aaah ohhh uhhh ehh,2
ohhh iih ooh uuh aaah uh uhh aah iih uh ooh ohhh ehh iiih ihhh ahhh eeeh ahhh ihhh uh oooh ooh,0
oooh eeh iih ahhh ahh ehh ihh aah,0
aaah eh uhh aah oooh uuh uh iiih ehhh uh ihhh eeeh eh uuh ooh ohhh uh ooh uhhh ooh aaah ehhh eh eeh uuuh ehh ohh,2
ohh eeeh iiih ih uhhh aah iih eeeh ehh ih ehhh ah ehh ehhh,2
ehhh ihh uh ih oooh oh oooh ohhh ooh ahhh uh ihh ehhh,0
oooh ihh uhh iiih ihhh eeeh ooh ihhh ah uuh iiih ehh ah iih aaah oooh ehh,1
ehh eeeh ih oooh iih uuuh iih oh ah aaah oh,0
ihhh uuh ehh ooh iiih aah iih uhh ahh ooh eeh ih iih ooh ahhh eeh ihhh uuuh eeeh ohhh uhhh uuuh ehh aah oooh iih uuh uuh ooh ehhh,2
eeeh ehh ahh ihh eeh ehhh uuh iiih eh aah oooh ooh ih aah iiih aah iih ohh ihh uhh ohhh ahhh eeeh uh eh oooh,2
uuuh uhh eeeh iih oh ihhh eh iiih oooh uuuh eeeh ahhh ehh ohhh ah ahhh aaah ahhh ihhh eeeh ahhh uhh uuh iiih ooh aaah,0
ehhh iih uuh iiih iiih oh ih aaah ahhh ohhh ihhh ehhh eeeh aaah ahh ih ahh uhhh oh uhhh uuh uuuh ih ooh eh ooh ahhh ah ahh,2
eeh uh eh uhhh ooh oooh eh eh,1
ahh uuuh eh eeeh uh uhhh oooh ohh oooh ohhh ahhh uuh uuh uh aah ehh uhh ihhh ehh,1
uh eeh eeh ahh ohhh oh aaah oooh ooh ohh uuh ohh ihh ih aah uh ehhh ihhh aaah ahh ahhh aaah uhhh iiih uh eeh iih,0
iih iiih uhhh uuh aah ohh uhhh aah eeh oh eh aaah ooh iiih ih uh ah uuuh,1
ehhh aah ihhh uhh aaah uhhh ih ahh ehh ohhh ih,2
ehhh ah uhhh ehhh oh uuuh ehhh aah iih,1
ehh ehh eeh ih ihhh ihhh eeeh aaah eeeh ih ohh iiih eh ah ahh ooh ohhh uh ohh ohhh uuh eeh ehhh,2
uhhh ehh iiih oh ohhh ohhh ehhh ihhh,0
eeeh ahhh aah ooh ihhh uhhh ohh ehh oooh eeh ah ahhh ehh ihh ooh ohhh uuuh uhhh ihhh,0
uhhh uh iiih eeeh ahh ooh eh eeeh oooh eeh eeh iih ohh aah aah eh eh ehh ehhh iiih uhh iiih,2
ihhh aah eeeh aaah aah ohh eeeh eh ohhh oh,2
eh eeeh iiih aaah eeh uuuh oh oooh ih ih ihhh iih aaah,1
ihhh eeh uuh ehh ooh iiih uhhh uhh ehhh eeeh iih ehh ehh ahh ih oooh uh iih ehh ihhh ahh ooh aah ohhh,2
ihhh iih ehhh oooh ooh uhhh ahh uhhh oooh uuh aah ahh ihh ihh ehhh ooh ahhh ooh ooh iiih uhhh ehh aah iiih eeeh uhhh ahhh ehhh ehh,2
aah ohhh uuuh ahh uuuh aah uuuh iiih ih aaah eh ooh ah iih eh ohh eeh ooh eh uuuh ahh ih ahhh oh ohh ahhh aaah uhhh ooh uh,1
uuuh eh uhh ahhh ehh ihh ah ooh ehh iiih ehhh,1
uh iiih aaah uhhh ihhh aah eeeh oh ihhh uhh oh eh,2
eeeh eeh uh aah aaah ahhh ehhh ohh ahhh eeeh aaah eeeh uh ah eeh ehh ahh eeeh ehh ihhh ihhh ohh eeeh eh ohh ah iih ihhh ohhh,2
ehhh uuh iih ehhh aah ehh ih aah eh ooh uhhh iih uhhh eh ah uuh ih aaah oh ihhh uuuh eeh oh ahh ih,2
ah ehh ooh ihhh uhh ohhh iih ihh eh eeh,0
ehh eeh oooh ehh iih uuuh ohh uhh,0
oh ih eh uhh aaah ah uhhh ihhh ohhh ah oh oh uhhh uhh uhhh iih eeh uuh aah oh uh,0
ih uuh eeeh ahhh ohh ohh ah ihhh aaah ehh oooh ihhh eh eh uhhh ihhh ohhh iiih,2
ooh oh eeeh uuuh ih eeh iiih eh uh ehh uhhh ooh oooh uuuh ohh eh oooh eeh ih uuh oooh uuuh ihh ehh ih iih,0
oooh ehh eh ohh ah eeeh ihh iiih iiih ihhh eh ahh ohh iih oooh ohh uhhh iiih aaah iih uuuh ah ohh ehhh eh,2
uuh eeeh ahhh eeeh iih iih ooh uhhh uhh ohhh uhh ahh oh,2
aaah uuuh eeh eh ohhh,0
uhhh iiih ehh ooh iiih ih ehhh ahh ehhh ah iiih aaah oooh aah ehhh uhh ooh iiih aah ooh,2
uhhh uuh ohh eeeh aah ehhh uhh iih ih uuuh uhhh eeeh uuh iiih uuuh iiih ohhh uhh ah iiih ohhh uuh,2
iih ahhh iih oh eeeh uuuh,0
oh iiih ehh ahh ihhh ooh uuuh uhhh ah ooh aaah aaah ahhh ahhh aaah ahhh uh ahhh aaah ah oooh,0
ihh uuh uh oooh eh ih iih eh ih,2
oooh ehhh ih iih aaah uhh uuuh iiih ah oh ah ehh uhh ooh aah ohh ahhh ah aah uuh ehh aah eeeh eeh ehh oooh,0
ahhh ah ihh ooh ohh ooh oooh eeeh aaah uuh ihh oh eeeh ahhh uhhh uh ah ooh oooh ahh uuuh ihhh ihhh ih uuh ooh uhhh,1
aaah ahhh uh ooh eh oh eh ohh aah ooh uuh ohh ahhh uhh iih eeh ehhh,2
ihhh aaah uhh ehh ehh uuh ihhh eeeh oh oh eeeh aaah oh ehhh iiih ooh ih ohh ehhh uuuh ihh uhhh ooh,2
aah uh iih ih aah ihh ihhh oooh aah ihh uh oh aah eeeh aah iiih ah oooh ahhh aah oooh ih,1
aah ah ah oh ehh oh aah uhhh aah ohh ooh ehh aah iih ohh ah oh,0
uhh uhhh eeh ehhh uhh ahhh oooh eeh,0
eeh oooh ah uuuh ohh ohh uuuh ahh uh uuuh uhh eeeh uh aaah ihh oooh aaah ohhh ehh iih eeh eeh uh aaah,0
eh ih eeh uhh eeh ooh uhh uhhh uhh ooh eeeh,2
uuuh ooh ih uh eeh eeeh uh aaah ohhh eh,0
iih iih ahhh ahhh ohhh ih oooh iih iih uhhh ehh eeeh uhh,0
uh iiih uh oooh aaah aaah ooh eeh,0
iiih uh ehhh uh aah ohh iih ehh aaah,1
ahh ihhh uuh iiih iih ahhh ihh ihh ooh uhh oooh uh eh ohhh aah ohhh ohhh aah eeh ihh uh,0
ihhh ehhh uhhh aah uuh ihh ihh ehhh iiih oooh uh eeeh ahh iih,2
aaah ahhh ahhh eeeh aah eh uh ehhh uhhh aaah,0
eh iiih iiih ahhh iiih oooh aaah oooh uhhh,1
ahh aah iih ahhh ohh ihh,1
ihhh ahhh ohhh ihh iiih uhhh ehhh ohhh uhhh ohhh ihhh ah aaah ooh eeeh eh aah ihh,0
aaah aah aaah uh ihhh uhh aaah uhhh uh uuh,0
oh uuuh ohhh eeeh ehhh oh oooh,0
ohhh eh ehh oooh ehhh ehhh oh ah ooh ahh uhh ihhh iih ihhh uhh ihh oh ahh uuuh ohhh ehh ehhh ahh ihh ohh ehhh eeh ah ih iiih,2
oooh ahhh ehhh ah ohh ihhh eh aaah eeh ih eeeh ohh uhhh ehh ohhh uhh uuuh iih uh iiih uh uhh iih uh ih oooh eeeh ehhh,0
eh ehh oooh uhh ihh uhhh iiih ehh ehhh uuh uhhh oooh uhhh aah ehh ohhh uhhh ihhh aah oh ihh uh,0
aah uh uuuh uuuh oh oooh,0
ehhh ihh ehhh ohh oooh ihh,1
uuuh ah eh uhh uhhh ah ahhh ehhh ooh oooh ohhh aaah uhhh eh uuuh aah iih eeh ohhh ihhh uuh ohhh,0
uuuh uhhh ooh uuuh ahh ihhh uuuh eeh uh iih eeeh uuh ihhh aah ah ih ehhh oh iiih oh eeeh aah uuuh ah ihh,1
ohhh ih ahhh ihh eeh aaah ooh uuuh uhhh ohh iih,0
ih ehh ohhh uhhh oh oooh ihh uh uhhh ehh eeeh ohh ihh uhh ooh ihhh ahhh ehh ehhh ihhh ihh uhh ihhh eeeh oh,0
oooh iih ah ahhh ohhh ahhh iiih oooh ih eeeh uuuh ooh,0
iih ohh ahh ah oh ehhh oooh uuh ehh iih,0
ooh ihhh uuh ih aah aah eeh iiih ehh iih,2
aah aaah ohhh ehh ohhh ehh aaah eeh uuuh uuuh ehh eh eh,0
oh oooh ohh ih ooh ih ehhh aaah ih eeeh oh ehhh ihh ah eeeh ihh uhhh eeh ah,1
ehhh aah ih uhh ohh ehh iih ih ooh iiih oh ehhh,2
ihhh uh ohh eh iih oooh eh ohh ahh iih uh ah eeeh ahh iiih ihhh ihhh aah ooh ahhh,2
ohhh ihhh ooh eh uuh ahhh ohhh ehhh eeh ooh eh oh eeh ehhh iiih,2
iih ahh ehhh eh ahhh ah ohh ohh uuuh eh oooh ihh,1
ihh aah iiih oooh ohhh iih ah iih ohhh ahhh uh ehhh iih ah ahh uhhh eeh ohhh ah iih ooh ohh,0
ih ahhh ih ohh eeeh eeh oooh ah ohh ooh uh uhh ah oooh ahh ih ehh oooh iiih uh eeeh aaah ohhh ehh eh iiih ohhh,1
eeeh ih eeeh oooh ih uuh uh ehh ehhh oooh ohhh ihh uuuh,1
uhhh ehhh ihh uuuh ehh aah oh iiih ih eh iih uhh ah eeeh ahhh uuuh ihh oh,0
uuh ih ahh eeh uhhh oh eeh eeh ih uuh ihh eeh uh,0
ahhh ihhh uh uhh eeh ahh oh ih iih oooh eeeh oooh ahhh,0
uuh iiih iiih ohh uuuh uuuh ihh ehh ihhh ih ohhh ahhh ah oh uuuh ehhh oooh eeh eh oooh eeeh ih eeh ooh oh uhhh ahh,0
ahhh iih uhhh uuuh uh ohh ohhh,0
ah iih ah ohhh uhhh ah ehh,0
uh oh uuuh iiih uhh eh ah,1
ih eeh eeh aaah iih ehh ehhh ohh uuh ehh,0
uuuh ahh aah ahhh uhh aaah uuh oh ihhh ehhh ehhh ih ehh iiih ihhh ohhh oooh uh ahhh ooh eeh ehhh uuuh ooh ehh,2
eh uh ooh ehh aaah ah oooh ehh uuuh aaah,0
ohh uhhh ehhh ih ahhh oooh uhhh ih ahh uhhh uhhh eeeh ohhh eeeh ahh uuuh iih uhh ooh eeh ohhh uuuh uuh iih uh iih uuh eh oh,0
iiih ahhh eh uhhh iiih ehh ih iih aah,2
ehhh oooh uuuh ehhh aah uhhh ahhh ohhh ohhh ooh ah ohh aaah ahh ohh ehh ihhh uuh ihhh ahhh ooh ahh ehhh ohhh ihh,2
uuh iih uuh eh ah uh ahh ih,2
ihhh ooh eeh ehhh uuuh ihhh ehhh iih ohhh eeeh ohh uhh ihhh uuh ah,2
uhh oooh uh ohhh ohh ohh ohhh ihhh uhh ahh oooh eeh uhh eeeh ehh ih,2
ooh oooh oh uuh uhhh iiih oh aah ihhh ih ihhh uhh ihh ah ihh aaah uuh ahh ehh uh ooh ohhh uuh uuh ohh ah ah ehh,1
ihhh uuuh ihhh uuuh iih ih eeeh oh ehhh ih iih iiih uuh ah oh ohh ahhh ah ahhh uuuh ahh ahh eh ooh eeh uuh,2
uhhh uuh ah ihh eeh ooh ihh ehhh eeh ahhh,0
uhh ehh ah ooh uhh uuuh ahh ahhh ahhh oh eh ooh ehhh ehhh uhhh iiih aah iih ehhh aah ahhh ehh aah eeeh oh aaah uhhh,2
oh iih uhh ih iiih uh ihh ooh oh iiih ihh eh uhh,2
ohhh uuh ahh ooh uuh uh uuh eeeh ohh ahh ohhh uhh ooh ihhh oh uuuh,2
eh ooh ooh ehhh aah ehh iih aah eeeh ah eh ohh ehhh uhh ehh ihhh ih ah uuuh ih,2
uuuh eeh eeeh oooh oh ehhh aah iiih eeh ahhh aah uhh eeeh ohhh ih,2
ehh ehhh ahhh ohhh ih eeh uh eeeh eeh aah eeeh iih uuuh ahhh uuuh ahh,0
eh oooh ohh ihh ohhh eh ih uh,1
uhhh ihh ohh eeh uhh eeh ahh iiih aah aaah oooh oh uh uhhh ohh uh eeh aah uuh eh eeh eh,0
ah ah oh uhhh ohhh uuh ih oooh eeeh ehh,0
ahh ooh iih uhh uuuh ih oooh,2
aah aah uuuh eh ihh ohh eh,2
iiih aaah uuuh ahhh ehhh uuuh aaah ehhh iih uuuh eh,0
oh eeeh ihhh uuuh uhh uhh aaah ihh eh uuh ihhh ohh aaah ihh ah ah,1
aah oooh eh uuh iih ihh oh ooh ah uuh eeh iih oooh iiih uhh,1
eh eh eeeh ahhh ooh ih oooh uhhh uhhh ihhh uuuh ihh aah oooh ehhh oooh ahhh ih eeeh ah ooh,2
ihhh ahh ah ah uhh ihhh ihhh uh ahhh,2
ohhh ahh aaah uuuh ihhh eh ih ohh ahh uh ah ihhh oh eh ohh ah iiih ehhh,2
iiih ahh ehh uuuh ohh uhh ohh uhhh ih ohhh ihhh ohh ohh,2
ihh ah oooh uhh uhhh,0
aaah aah oooh ehhh ooh eh ah aaah oooh ooh eeeh ah ohh iiih uhh uhhh ahhh ih ah eeh ahhh ahhh uuh eeeh uuh,2
uuuh ooh iih uuuh ohh ihhh ah aah ihhh uuuh uuh ah uhh eh iih ooh iih ah ihh ahhh uhhh uhhh uhhh oh ahhh uuuh aah,0
eh oh ohh eeh aaah uhh aaah,1
ohh ahh iiih oooh uh ahhh aaah ooh aah ohh ahhh eh oh ohh ih aah ooh iih ehhh ahh uh,2
uh ihhh aaah uuuh eeh uuh uuh,1
ohh iiih oh ahh ihhh ahhh oooh ahh oooh ehhh uuh eeeh eeeh uuh,2
uuh oooh eeh uuh ih ehh uhhh ohh oh eeeh,1
eeh ahh ahhh oooh eeeh ihhh ih iiih ahhh ohhh uhhh ehhh ihh eeh ahhh eh oooh ah ahh uuh aah uuuh uuh ahh ah uh oh aaah ehh ahhh,0
eh ooh eeh ih ihhh ahh ahhh iih iih ohh oh uuh aah ohhh ohh ihhh ahh eeeh ih ahhh ihhh ehhh ehh iih oh ohh ah,2
uuh iih uhhh ihhh ehhh eeh ahhh oh ohh eh aaah iiih iiih,2
ih iiih ohhh eh ehhh ahhh ooh oh ahhh uhhh eh ehh ooh ih aaah oooh ehh,1
aah iih ahh ahh eh uuuh uhhh ah ehh eeeh uuuh ohh ihh uhhh uh eh aaah ahh ooh,1
oh oooh ehh ihhh ehhh ah ah ooh eh ehhh iih oh uuuh aaah uh eeeh iiih uhh ihhh ihh aaah eeeh ehh,0
aaah ooh ihhh ahh ihh ehh ihh ooh ohh ah uuuh uhh ahhh ahhh oooh iiih oooh uhhh iih uh aah ih eh ohh uhhh uhh aah aah ahh uuuh,1
eeeh iiih ohhh ooh ehhh eeh ahh ah uuuh ohhh ahh ihhh ohhh eeh uh iiih uh iiih uh oh ah uuuh eeh ooh ehhh ih ohh,1
ehhh aah aah eeh ih ehhh eeh uh ohh eeh,2
ooh iih ihh iiih aah uh ihhh uhhh oooh ehh aah ah aaah uh eeeh eeeh oooh,0
eh iih oooh uh ahhh ih ihhh oh uuuh iih ehhh eeh ihh aah ih uuh aah aaah ihh eeh,0
uh uhhh uh ooh uh uhhh,0
aah oooh uhhh eeeh uuuh aah ihh uhh iih iih uhh uhh ohhh ihh oh oooh uhh uuh ahhh ihh ahhh ih ihhh ooh,0
uh ehh ahh eeeh ohhh uh ihh eh eh eeeh eeeh uuh eeh ahh ahh uhhh ohh,2
oh uh ah uhhh aaah uuuh uhhh oh aaah uhh uh aah,0
ehh ohhh uhh aah ohh ihh ohh eeh uuuh ehhh uuuh oooh aaah uuuh uhh oooh,0
uhh ohh ihhh ihhh ahhh aaah oooh aaah ahhh uhhh aah ahh ehh eh oooh uh eeeh eeeh aaah iiih,1
ahh ohhh uuh aaah ehh ehhh ahhh iih ooh ohhh ahh,1
oh uuh ehhh ahhh eeeh uuh ahhh aah ihh ohh ohhh aah ohhh ahh ah ooh ohhh uuuh ihhh uuh,2
ohhh ooh ohhh aah ehh uhhh ehhh oh aah ihh uhhh aah aah ehh uhh ehh ahhh ehhh,0
aaah aaah uh ehhh aah iiih iih oooh iiih ih ehhh iih ihh,1
aah uh aah ohhh aah ihh ohhh oh eeh eeh ehhh aah ih ehhh aaah ih uh ih,1
uh ooh ih oooh aaah ehh ehh eeh ih,0
ihh oh uuuh uhhh ehh ooh ah ihh uuuh ohh ehh ooh ehh uuuh iih oh ihh eeh uhh iiih aaah iih oh ooh,0
eh oooh uhh oooh eeeh aah uuh iiih aah ohhh ahhh ihhh oooh oooh eh uhhh ehh aaah,1
ahhh iih ih ah eeeh aaah uhhh uhh eeh iih ah iiih aah ahh eeh uhhh ehh ohh uuuh ohhh ehh ohh uhh oooh iih eh ehhh,0
uh ehh uuuh uhh ohh ooh uuh eh uuh iih aaah ehhh ehhh ehhh uuh ahh eh ohhh ahhh ehh uuuh ahhh,2
ih uh iiih eeh uh oooh ohh ooh ahh ahh ihh ih ih eh oh ih uhh uuh,2
uhh ehh iih ooh uuuh ahhh iih oh,0
ooh aaah uhhh ehhh ahh uh aah ah oh ih aah ahh uh eeeh eeeh ahh ohh iih ahhh uh iiih ohh uuuh ah,2
iih ohhh uuh ahh uhh oh uuh ehh iiih ihhh uhh uh uuh iih ahh ehh ooh ih ohhh oh uhh ahh uhh,2
ihhh ooh iiih ohhh ehhh uhhh uuuh eeh aaah ihhh uuh iiih ohhh eeh oooh ohhh ooh ehhh ihhh ehhh ehh ooh,2
ohhh oooh iiih ooh iih ah iih ehhh ooh aah,1
ih uhhh eh aaah oh uuuh ihhh ihhh iiih ah ihhh ih ehh uhhh iih eeeh eh ih ihhh uh oooh ahh aaah eeh uuh ah uhh aaah,1
ihhh ah iih uh iih uhhh oooh ohhh uh uuuh,0
iiih ehh eeeh ihh ih ooh eeh aaah ah oh ih aah ahhh ahh ahh iiih uh,2
iiih ahh uuh uuuh ehh iiih oooh ihh eh ooh eh uhhh uhh ohh ehh aaah ohh oooh aaah ehh,1
ahh ihhh ahh ahhh ahh oh ehhh eh uh eeh,2
ohhh eeh ohhh uh oh uhh ih ohh ohh ehh aah,1
uuh ohhh eeh uhhh ihhh uh ooh uuuh uuh eh eeh ihhh ehh iih ahhh ihh ehhh eh iiih ahh,1
ahh aah iiih ohh uhhh eeeh eeeh eeeh ihh ihh uh uh uhhh iih ah eeeh uuuh uh aaah ihhh eeeh ih eh uhhh uuuh eeeh oooh ihhh uh ooh,1
oh ohhh uuh aaah uhhh ihh ihh oh uuh uuh ehh uh oooh aaah ahhh ahhh ahhh ehhh eeeh ohh ihhh ehhh uuuh,0
oh eh ahh aah ih uh eh ihhh ehh oh uhh ihhh ooh eeh aah ehh ohh eh uuuh ahh ehhh eeeh aah ahhh uhh ohh eh,2
aaah oh ihh uhh ihh uhhh ohh eeh ah iih ahhh ihh uuuh ohh ihh uh oh aaah ooh ooh ah ahh ih ih uhh ih iiih iiih ahh,0
ohhh eeeh uh ohhh uhh uuh iiih ahh eh,2
aah oh iiih ihhh ah ihhh ihh ah ah,1
oooh ohh uhhh ahh eeeh eh aaah oh uuuh eeh ih aah oooh uhhh eeh ohh ah ooh ihh,0
ih ah ahhh eh ooh eh uhh ooh ehh uuuh uuh,2
uhhh aah eh ih uhhh aaah ohh oh,1
oooh uuuh ahh eh ihh uh iih eeeh uhhh ohh eh iih uuuh uuh ih ih iih iiih ooh iiih eeeh eh,2
ih eeeh oh eh iiih ehhh ohhh ihhh ihhh ahh ohhh eeeh,2
oh ahh ohh oooh eeeh iiih ihhh oooh aaah aaah ehhh eeh iiih ihh ooh uuuh uhh uhh iih oooh ehh ih uhh ohh uh iiih ih eeeh ehh oooh,2
oh ihhh ihhh uhh aah aah,2
iih oooh aaah uhh ihhh ihh,0
ohh eeh ihhh uhh uh ihhh ehh ehh ohhh uhh ihhh iih uuuh ehh ah,0
ohh ooh eeeh uhhh ehh ahhh ihh uuh iiih uhh iih eh ihh ihhh uuuh ih eeeh eh ooh ihhh eeh,2
aah uuuh ohhh ihhh ahh uuh iiih uuuh uuuh uhhh aah uuuh uhhh ooh uuuh eh oooh ih eh aaah uhhh ooh eeeh ehh ehhh oooh,1
aaah oooh ohh ihh ehh eeeh ihhh ihhh uuh ihh ih ihhh,2
iih ooh oh iih ooh uuh ohh uuh ihhh iih ahhh iih iih ihhh aaah eeeh ah aaah ooh ehhh ihh ohh iih ahh,1
ihh eh iih ahh ohh ehhh ahh uh uuh oooh uuuh ah uhh ahhh uuuh,1
iih aah uh eeeh eeeh ehh ihhh eeh aah ohh ahh iih ihhh uuh oooh ooh uuuh iih uh eeeh oh ihh aah ihh ah oooh eh,1
ohh ah ahh eh eh ohhh eh ohh iiih uuuh ah eeeh ah,2
uh eh ahhh oooh ihh ihhh ahh uhh ehhh ohh ihh oooh oooh ih ohhh eeh,0
eh ih iih eeh iih aaah ih ehhh uhhh ihh ahhh uh ehh eeh uuuh oh ihh uuuh eh iiih ih ohh oooh ihhh ihh ah eeh ehhh,0
ehh ihhh aaah ehhh oh uh ahhh ohhh iih uh ahhh ohh ohh,0
iiih ihh uhh eeh oh ehhh ihh ahh iih ahhh ihhh,1
eeeh ah ihh oooh ohhh ooh uuuh ehh eeeh ih ohhh ihhh oh uuuh oooh uuuh ehhh eeeh ehhh ih ihh ihh ahhh eeeh,0
eeeh ahhh aah uuh ih eh ahhh ahhh,2
uuh ohhh uhh ihhh uhhh eh ehhh uuh ooh ooh aah iih ooh ah ahhh ihhh aah ahh,2
ihh ohh oooh eeh uhh ooh oh ah ihhh uh aaah ohhh iih iih iih ooh uhhh eeeh ohhh ahhh oooh ahh uhh ooh uhh,0
uuh uuh ehh ohh uuh ihh uhh ihhh ohhh ih eh uhhh,2
ihh aah ehh ahhh iiih oh ih eeeh ihhh aaah eh ahh uh ehhh aah ohhh uuh ahh ehhh ah ahhh oh ehh,2
ehhh ohhh ohhh uuuh eeh ah ihh ih ooh oh aaah ehh,0
ohhh eeeh uhh ehhh ah ahh aah uuh ahh oooh ihhh uuuh uhh iiih eh oooh uhhh oooh ih ih eeh ahhh uh eeh,2
